,Study_ID,First_Author,Publication_Year,Title,Study_Design,Population_Type,Study_Setting,Study_Location,DOI,Data_Extracted,Bibliography_Searched,Exclude,Notes,Unnamed: 0,Author,Publication_Title,Database,Reason_ID,Paediatric,Intention_Reported,Deliberate_Intention,Unclear,Accessed,Bib_Search_Complete,Comments,Case_Count,Patient_Count,Age_Low,Age_High,Age_Mean,Age_Median,Verified_Ingestion_Cases,Verified_Ingestion_Rate,Gender_Male_Cases,Gender_Male_Rate,Gender_Female_Cases,Gender_Female_Rate,Gender_Unknown_Cases,Gender_Unknown_Rate,Is_Intentional_Cases,Is_Intentional_Rate,Is_Prisoner_Cases,Is_Prisoner_Rate,Is_Psych_Inpat_Cases,Is_Psych_Inpat_Rate,Is_Displaced_Person_Cases,Is_Displaced_Person_Rate,Under_Influence_Alcohol_Cases,Under_Influence_Alcohol_Rate,Psych_Hx_Cases,Psych_Hx_Rate,Severe_Disability_Hx_Cases,Severe_Disability_Hx_Rate,Previous_Ingestions_Cases,Previous_Ingestions_Rate,Motivation_Intent_To_Harm_Cases,Motivation_Intent_To_Harm_Rate,Motivation_Protest_Cases,Motivation_Protest_Rate,Motivation_Psychiatric_Cases,Motivation_Psychiatric_Rate,Motivation_Psychosocial_Cases,Motivation_Psychosocial_Rate,Motivation_Unknown_Cases,Motivation_Unknown_Rate,Motivation_Other_Cases,Motivation_Other_Rate,Motivation_Other_Psych_Hx_Cases,Motivation_Other_Psych_Hx_Rate,Motivation_Other_Severe_Disability_Hx_Cases,Motivation_Other_Severe_Disability_Hx_Rate,Object_Count,Object_Button_Battery_Cases,Object_Button_Battery_Rate,Object_Magnet_Cases,Object_Magnet_Rate,Object_Long_Cases,Object_Long_Rate,Object_Diameter_Large_Cases,Object_Diameter_Large_Rate,Object_Sharp_Cases,Object_Sharp_Rate,Object_Multiple_Cases,Object_Multiple_Rate,Object_Long_Sharp_Cases,Object_Long_Sharp_Rate,Object_Short_Cases,Object_Short_Rate,Object_Short_Sharp_Cases,Object_Short_Sharp_Rate,Outcome_Endoscopy_Cases,Outcome_Endoscopy_Rate,Outcome_Surgery_Cases,Outcome_Surgery_Rate,Outcome_Death_Cases,Outcome_Death_Rate,Outcome_Injury_Needing_Intervention_Cases,Outcome_Injury_Needing_Intervention_Rate,Outcome_Perforation_Cases,Outcome_Perforation_Rate,Outcome_Obstruction_Cases,Outcome_Obstruction_Rate,Outcome_Other_Cases,Outcome_Other_Rate,Outcome_Other_Long,Outcome_Conservative_Cases,Outcome_Conservative_Rate,Outcome_Endoscopy_Surgery_Cases,Outcome_Endoscopy_Surgery_Rate,Total_Cases
21,192,"Dalal, P.P",2013,Intentional Foreign Object Ingestions: Need For Endoscopy And Surgery,Review,Single-center retrospective review of inmates presenting to The Ohio State University Wexner Medical Center with IIFO between January 2004 and January 2012.,Ohio State University Wexner Medical Center,"Columbus, Ohio, USA",10.1016/j.jss.2013.04.078,Y,N,,,,,,,,,,,,,,Does not report number of rates of complications for whole population. Or rate of multiple object ingestion.,141.0,30.0,20.0,48.0,27.0,,,,122.247,0.867,18.753,0.133,0.0,0.0,141.0,1.0,141.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,126.9,0.9,0.0,0.0,42.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,0.0,0.0,0.0,97.008,0.688,97.008,0.688,44.556,0.316,0.0,0.0,0.0,0.0,43.992,0.312,0.0,0.0,97.0,0.66,11.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,36.660000000000004,0.26,4.2299999999999995,0.03,0.0
22,195,"Yu, H.",2014,Single-Incision Laparoscopic Surgery For Ingested Foreign Body Removal,Case Report,,Unknown,Unknown,10.1016/j.ajem.2013.10.007,Y,N,,,,,,,,,,,,,,,1.0,,16.0,16.0,16.0,16.0,,,1.0,1.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0
23,214,"Tanrikulu, Y.",2015,Ingestion Of Multiple Magnets For Suicide,Case Report,,Emergency Department,Hong Kong,10.1177/102490791502200107,Y,N,,,,,,,,,,,,,,,1.0,,17.0,17.0,17.0,17.0,,,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,1.0,1.0
24,217,"Wadhwa, C.",2015,The Mule With Golden Eggs: Retrieval Of Unusual Foreign Body,Case Report,,Surgicla Outpatient Department,"Kamataka, India",10.4103/0976-5042.159247,Y,N,,,,,,,,,,,,,,,1.0,,44.0,44.0,44.0,44.0,,,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0
25,219,"Wnek, B.",2015,Foreign Body In The Gastrointestinal Tract Leading To Small Bowel Obstruction--Case Report And Literature Review,Case Report,,Department of General and Colorectal Surgery,"Poznan, Poland",10.1515/pjs-2015-0006,Y,N,,,,,,,,,,,,,,,1.0,,33.0,33.0,33.0,33.0,,,0.0,0.0,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0
26,226,"Seval, A.",2015,A Deliberately Swallowed Foreign Body: Money Package,Case Report,,Izmir Tepecik Education and Research Hospital,"Izmir, Turkey",10.1055/s-0035-1569668,Y,N,,,,,,,,,,,,,,,1.0,,23.0,23.0,23.0,23.0,,,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0
27,231,"Dunphy, L.",2015,Ingested Cylindrical Batteries In An Incarcerated Male: A Caustic Tale!,Case Report,,"Department of Surgery, University Hospital","Milton Keynes, UK",10.1136/bcr-2014-208922,Y,N,,,,,,,,,,,,,,,1.0,,37.0,37.0,37.0,37.0,,,1.0,1.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0
28,238,"Yildiz, I.",2016,Tendency To Ingest Foreign Bodies In Mentally Retarded Patients: A Case With Ileal Perforation Caused By The Ingestion Of A Teaspoon,Case Report,,"Department of General Surgery, Suleyman Demirel University School of Medicine","Isparta, Turkey",10.1155/2016/8075432,Y,N,,,,,,,,,,,,,,,1.0,,29.0,29.0,29.0,29.0,,,0.0,0.0,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0
29,256,"Brezean, I.",2016,Self-Harm In The Prison System,Retrospective Chart Review,Largest Prison Hospital in Romania,Dr.I.Cantacuzino Hospital,"Bucharest, Romania",10.4323/rjlm.2016.194,Y,N,,,,,,,,,,,,,,"Does not give empirical data on population characteristics, or outcomes (apart from mortality and prisoner status). Does not talk about individual motivation, but gives a qualitative description of the typical patient engaging in self-harm in this prison system. ",472.0,762.0,,,,,,,0.0,0.0,0.0,0.0,472.0,1.0,472.0,1.0,472.0,1.0,0.0,0.0,0.0,0.0,31.152,0.066,217.12,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8880000000000001,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
30,260,"Peixoto, A.",2017,Gastrointestinal: Voluntary Padlock Ingestion,Case Report,,"Gastroenterology Department, Centro Hospitalar de São João, and †Oporto WGO Training Center, Porto Medical School","Porto, Portugal",10.1111/jgh.13828,Y,N,,,,,,,,,,,,,,,1.0,,22.0,22.0,22.0,22.0,,,0.0,0.0,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0
31,261,"Senussi, N.",2017,Ingestion Of Computer Circuit Boards Causing Esophageal Impaction And Small Bowel Obstruction,Case Report,,"Digestive Disease and Surgery Institute, Cleveland Clinic, Cleveland, Ohio","Cleveland, OH, USA",10.1080/08998280.2017.11929541,Y,N,,,,,,,,,,,,,,,1.0,,48.0,48.0,48.0,48.0,,,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,1.0,1.0
32,266,"Volpi, A.",2017,Ingestion Of Foreign Bodies Among Prisoners: A Ten Years Retrospective Study At University Hospital Of Southern Italy,Retrospective Chart Review,"Single centre study, all prisoner population. Mixed incarcerated and detained immigrants.",University Hospital of Bari,"Bari, Italy",10.11138/gchir/2017.38.2.080,Y,N,,,,,,,,,,,,,,,21.0,15.0,19.0,48.0,33.9,35.0,,,21.0,1.0,0.0,0.0,0.0,0.0,21.0,1.0,21.0,1.0,0.0,0.0,2.793,0.133,0.0,0.0,11.193000000000001,0.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2.4779999999999998,0.118,0.0,0.0,0.0,0.0,0.0,0.0,14.196000000000002,0.676,11.004000000000001,0.524,0.0,0.0,0.0,0.0,0.0,0.0,10.017,0.477,1.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.995,0.095,because IFO impacted at ileum and it was checked radiologically,6.3,0.3,1.0,0.048,0.0
33,273,"Chahine, E.",2017,Recurrent Gastric Metal Bezoar: A Rare Cause Of Gastric Outlet Obstruction,Case Report,,"Digestive and Minimally Invasive surgery, Centre Hospitalier Intercommunal de poissy/saintGermain-en-Laye","Poissy, France",10.1136/bcr-2017-221928,Y,N,,,,,,,,,,,,,,,1.0,,52.0,52.0,52.0,52.0,,,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,1.0
34,274,"Chang, W. J.",2017,Gastric Foreign Body: A Comb,Case Report,,"Division of General Surgery, Department of Surgery, Kaohsiung Armed Forces General Hospital","Kaohsiung, Taiwan",10.1002/ccr3.957,Y,N,,,,,,,,,,,,,,,1.0,,38.0,38.0,38.0,38.0,,,0.0,0.0,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0
35,278,"Gardner, A.W.",2017,Double Duodenal Perforation Following Foreign Body Ingestion,Case Report,,"Department of General Surgery, aneurin Bevan University Health Board","Newport, UK",10.1136/bcr-2017223182,Y,N,,,,,,,,,,,,,,,1.0,,27.0,27.0,27.0,27.0,,,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0
36,288,"Tanimoto, C.",2018,Self-Harm And Suicide Attempts In A Japanese Psychiatric Hospital,Retrospective Chart Review,Single centre,Psychiatric Hospital,Japan,10.12809/eaap181732,Y,N,,,,,,,,,,,,,,Mixed suicide attempt population,17.0,58.0,,,36.2,,,,7.31,0.43,9.69,0.57,3.5189999999999997,0.207,17.0,1.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,17.0,1.0,2.176,0.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
37,292,"Galdino Riva, C.",2018,Unusual Foreign Body Impacted In The Upper Oesophagus: Original Technique For Transoral Extraction,Case Report,,,,10.1136/bcr-2018-225241,Y,N,,,,,,,,,,,,,,,1.0,,27.0,27.0,27.0,27.0,,,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0
38,300,"Cui, J.",2018,Ingested Razor Blades Within The Appendix: A Rare Case Report,Case Report,,"General Surgical Department, Caboolture Hospital,","Caboolture, QLD, Australia",10.1016/j.ijscr.2018.03.018,Y,N,,,,,,,,,,,,,,,1.0,,25.0,25.0,25.0,25.0,,,1.0,1.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,1.0
39,307,"Robertson, A.R.",2019,Self-Harm By Sharp Foreign Body Ingestion,Retrospective Chart Review,Mixed population of intentional and non-intentional ingestions who underwent endoscopy following ingestion. ,"Department of Gastroenterology, Royal Infirmary of Edinburgh","Edinburgh, UK",10.1111/sltb.12474,Y,N,,,,,,,,,,,,,,,36.0,9.0,,,24.7,,36.0,1.0,11.988000000000001,0.333,24.012,0.667,0.0,0.0,9.0,1.0,13.0,0.5,10.0,0.278,0.0,0.0,0.0,0.0,32.004,0.889,0.0,0.0,11.988000000000001,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,14.076,0.391,0.0,0.0,15.66,0.435,14.076,0.391,6.263999999999999,0.174,24.804,0.689,9.396,0.261,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
40,311,"Thapa, N.",2019,"Ingestion Of Bell Clappers By A Shaman In Jumla, Nepal: A Case Report",Case Report,,"Department of General Practice and Emergency Medicine, Karnali Academy of Health Sciences","Jumla, Nepal",10.31729/jnma.4055,Y,N,,,,,,,,,,,,,,,1.0,,47.0,47.0,47.0,47.0,,,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0
41,312,"Tromans, S.",2019,Deliberate Ingestion Of Foreign Bodies As A Form Of Self-Harm Among Inpatients Within Forensic Mental Health And Intellectual Disability Services,Retrospective Chart Review,two inpatient forensic mental health services in the East of England,,"England, UK",10.1080/14789949.2018.1530287,Y,N,,,,,,,,,,,,,,"IIFO rates were compared according to gender, diagnosis and level of security at a UK inpatient psychiatric facility. Does not report outcomes of interest. ",133.0,27.0,,,,,133.0,1.0,19.0,0.14285714285714285,114.0,0.8571428571428571,0.0,0.0,133.0,1.0,0.0,0.0,133.0,1.0,0.0,0.0,0.0,0.0,133.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
42,314,"Kumar, R.",2019,Intentional Foreign Body Ingestion,Case Report,,"Department of Surgery, SLBS Medical College","Mandi, HP, India",10.1007/s11739-019-02183-4,Y,N,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
43,319,"Jehangir, M.",2019,Digital Tomosynthesis For Detection Of Ingested Foreign Objects In The Emergency Department: A Case Of Razor Blade Ingestion,Case Report,,"Harborview Medical Center, University of Washington,","Seattle, WA, USA",10.1007/s10140-018-01664-x,Y,N,,,,,,,,,,,,,,,1.0,,46.0,46.0,46.0,46.0,,,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0
44,321,"Ashman, A.",2019,Managing Repeated Deliberate Foreign Body Ingestion,Extended Case Report,"Single psychiatric patient, multiple, repeated ingestions.",John Radcliffe Hospital,"Oxford, UK",10.12968/hmed.2019.80.9.546,Y,N,,,,,,,,,,,,,,,22.0,1.0,24.0,24.0,24.0,24.0,22.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,0.0,21.0,0.955,22.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.6363636363636364,1.0,0.045454545454545456,0.0,0.0,13.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,0.4090909090909091,0.0,0.0,0.0
45,322,"Benoist, L.B.L.",2019,A Jackass And A Fish: A Case Of Life-Threatening Intentional Ingestion Of A Live Pet Catfish Corydoras Aeneus,Case Report,,"Department of Otorhinolaryngology and Head and Neck Surgery, Erasmus University Medical Center,","Rotterdamn, NL",10.1080/23772484.2018.1555436,Y,N,,,,,,,,,,,,,,,1.0,,28.0,28.0,28.0,28.0,,,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,1.0
